0,1,2,3,4,5
Max_FOS_power_release.csv,Max_FOS_power_release.csv,Max_FOS_power_release.csv,Max_FOS_power_release.csv,Max_FOS_power_release.csv,Missing
MaxI_FloodIncrsRate_Fostr.csv,Min_Fish_Weir_Spill.CSV,Min_Fish_Weir_Spill.CSV,Min_Foster_min_for_Buffer_Zone.csv,Min_Fish_Weir_Spill.CSV,Missing
MaxI_FloodIncrsRate_Fostr.csv,Max_Flow_Winter_and_Conservation.CSV,Max_Flow_Winter_and_Conservation.CSV,Min_Daily_Max_Rate_of_Decrease_for_BiOp.csv,Release_10000cfs_23785773.csv,Missing
Max_Drafting.csv,MaxI_Increasing_Rate_of_Change.csv,Min_ConservFlow_Fostr.csv,Missing,MaxI_Increasing_Rate_of_Change.csv,Missing
Missing,Min_Daily_Max_Rate_of_Decrease_for_BiOp.csv,MaxI_IncrseRampingRate_Fostr.csv,Missing,MaxD_Decreasing_Rate_of_Change.csv,Missing
Missing,Missing,Min_Daily_Max_Rate_of_Decrease_for_BiOp.csv,Missing,Missing,Missing
Missing,Missing,Max_bankfull_flow_at_Salem_23791083.csv,Missing,Missing,Missing
Missing,Missing,Max_bankfull_flow_at_Waterloo_23785687.csv,Missing,Missing,Missing
Missing,Missing,Max_Bankfull_Flow_at_Jefferson_23780423.csv,Missing,Missing,Missing
